# Extracted surface points
# Object: trace_plane_Stand
# CoordinateSpace: World
# Units: meters
# Count: 4170
# Color 0: Name=Green, RGB=0,255,0, Tolerance=0
# Color 1: Name=SecondColor, RGB=255,0,0, Tolerance=0
index,x,y,z,colorIndex,colorName
435,-0.02588746,0.04320940,0.10027680,0,Green
436,-0.02545692,0.04340593,0.09947940,0,Green
437,-0.02513379,0.04272467,0.10067080,0,Green
438,-0.01726787,0.03956914,0.10040710,0,Green
439,-0.01754108,0.03954312,0.10082590,0,Green
440,-0.01588884,0.03926331,0.09944911,0,Green
441,-0.01624306,0.03930525,0.09980334,0,Green
442,-0.01659729,0.03934721,0.10015760,0,Green
443,-0.01632104,0.03949558,0.09934664,0,Green
444,-0.01667526,0.03953753,0.09970085,0,Green
445,-0.02502635,0.04220003,0.10168040,0,Green
446,-0.02538092,0.04216728,0.10203500,0,Green
447,-0.02547341,0.04241129,0.10160550,0,Green
448,-0.02513426,0.04245540,0.10124000,0,Green
449,-0.02558793,0.04265966,0.10118490,0,Green
450,-0.02470228,0.04182490,0.10224180,0,Green
451,-0.02509508,0.04182617,0.10255250,0,Green
452,-0.01772233,0.03944864,0.10128260,0,Green
453,-0.01807656,0.03946585,0.10163680,0,Green
454,-0.01843078,0.03948307,0.10199110,0,Green
455,-0.02459526,0.04143421,0.10297590,0,Green
456,-0.02494806,0.04138833,0.10332870,0,Green
457,-0.02534497,0.04162710,0.10313900,0,Green
458,-0.02427187,0.04086064,0.10396790,0,Green
459,-0.02459408,0.04114732,0.10358800,0,Green
460,-0.02466518,0.04084902,0.10427680,0,Green
461,-0.02494295,0.04109884,0.10394350,0,Green
462,-0.02460462,0.04060891,0.10471180,0,Green
463,-0.02394803,0.03988577,0.10578180,0,Green
464,-0.02416302,0.04013924,0.10540720,0,Green
465,-0.02416302,0.04035526,0.10495500,0,Green
466,-0.02439466,0.03992662,0.10600340,0,Green
467,-0.02458180,0.04035403,0.10523030,0,Green
468,-0.02417411,0.03967579,0.10637810,0,Green
469,-0.02417411,0.03945653,0.10682870,0,Green
470,-0.02417411,0.03923726,0.10727930,0,Green
471,-0.02373191,0.03921034,0.10704550,0,Green
472,-0.02373191,0.03942984,0.10659450,0,Green
473,-0.04228486,0.03950122,0.11259550,0,Green
474,-0.04261191,0.03929318,0.11291200,0,Green
475,-0.04276694,0.03961078,0.11251910,0,Green
476,-0.04313026,0.03942714,0.11281050,0,Green
477,-0.04293161,0.03991593,0.11215750,0,Green
478,-0.04454911,0.04113124,0.11084390,0,Green
479,-0.04486955,0.04091834,0.11116430,0,Green
480,-0.04487377,0.04139355,0.11056770,0,Green
481,-0.04357836,0.04042295,0.11159970,0,Green
482,-0.04389592,0.04020287,0.11191730,0,Green
483,-0.04407046,0.04050881,0.11156180,0,Green
484,-0.04444480,0.04032731,0.11183940,0,Green
485,-0.04420505,0.04082042,0.11119380,0,Green
486,-0.04457939,0.04063893,0.11147140,0,Green
487,-0.04320004,0.04019733,0.11184130,0,Green
488,-0.04329525,0.03973013,0.11244650,0,Green
489,-0.04373747,0.03989978,0.11228350,0,Green
490,-0.04616651,0.04250230,0.10936150,0,Green
491,-0.04661298,0.04267346,0.10921460,0,Green
492,-0.04519457,0.04117447,0.11088360,0,Green
493,-0.04525156,0.04162006,0.11033060,0,Green
494,-0.04557450,0.04140173,0.11064510,0,Green
495,-0.04574341,0.04170591,0.11028430,0,Green
496,-0.04613829,0.04153999,0.11054480,0,Green
497,-0.04552076,0.04197376,0.10992300,0,Green
498,-0.04601856,0.04198881,0.10997560,0,Green
499,-0.04642815,0.04183655,0.11022130,0,Green
500,-0.04647017,0.04215388,0.10983690,0,Green
501,-0.04746264,0.04326911,0.10857770,0,Green
502,-0.04777943,0.04304691,0.10889450,0,Green
503,-0.04795355,0.04335682,0.10854000,0,Green
504,-0.04767663,0.04360078,0.10820220,0,Green
